model,spread,overprediction,underprediction,score
Epiforecasts,5.505238088001075,7.944072239380861,11.58283209384821,25.032142421230148
ILM,8.681771530219581,18.28130088890272,2.4172915953573786,29.380364014479674
KIT,13.18410088060491,4.916389208700252,5.176940390619328,23.27743047992449
KIT-frozen_baseline,0,0.0063530095113628155,194.5899586146809,194.59631162419225
LMU,2.4439774507058325,7.971069691217807,18.451722832456877,28.866769974380517
MeanEnsemble,6.413545912810779,5.870149671717957,4.229807802014293,16.51350338654303
MedianEnsemble,5.722320585825269,6.1476646855649255,5.072662870419351,16.942648141809546
RIVM,3.293505927746834,16.401161952474304,4.059881393202021,23.75454927342316
SU,5.773099853751129,7.684486987999295,10.001047857609604,23.458634699360033
SZ,5.214279463230514,8.835603206959673,30.269479927008636,44.319362597198825
