model,spread,overprediction,underprediction,score
KIT,8.501023982491633,2.2072206439854885,6.789734083877385,17.49797871035451
LMU,4.25700674526207,1.3517095444300347,18.94403838089713,24.552754670589234
RKI,1.3761586734763418,4.2328056029891945,23.850908227102533,29.459872503568068
