date,location,age_group,frozen_value
2023-01-01,DE,00+,9792
2023-01-02,DE,00+,9745
2023-01-03,DE,00+,12019
2023-01-04,DE,00+,10669
2023-01-05,DE,00+,9952
2023-01-06,DE,00+,9428
2023-01-07,DE,00+,8826
2023-01-08,DE,00+,8725
2023-01-09,DE,00+,8614
2023-01-10,DE,00+,8089
2023-01-11,DE,00+,7544
2023-01-12,DE,00+,6995
2023-01-13,DE,00+,6467
2023-01-14,DE,00+,6425
2023-01-15,DE,00+,6338
2023-01-16,DE,00+,6285
2023-01-17,DE,00+,5606
2023-01-18,DE,00+,5241
2023-01-19,DE,00+,5008
2023-01-20,DE,00+,4886
2023-01-21,DE,00+,4705
2023-01-22,DE,00+,4683
2023-01-23,DE,00+,4679
2023-01-24,DE,00+,4476
2023-01-25,DE,00+,4543
2023-01-26,DE,00+,4565
2023-01-27,DE,00+,4709
2023-01-28,DE,00+,4862
2023-01-29,DE,00+,4882
2023-01-30,DE,00+,4920
2023-01-31,DE,00+,5109
2023-02-01,DE,00+,5305
2023-02-02,DE,00+,5553
2023-02-03,DE,00+,5595
2023-02-04,DE,00+,5816
2023-02-05,DE,00+,5858
2023-02-06,DE,00+,5874
2023-02-07,DE,00+,6249
2023-02-08,DE,00+,6420
2023-02-09,DE,00+,6614
2023-02-10,DE,00+,6880
2023-02-11,DE,00+,6944
2023-02-12,DE,00+,6997
2023-02-13,DE,00+,7044
2023-02-14,DE,00+,7492
2023-02-15,DE,00+,7906
2023-02-16,DE,00+,8300
2023-02-17,DE,00+,8517
2023-02-18,DE,00+,8784
2023-02-19,DE,00+,8788
2023-02-20,DE,00+,8866
2023-02-21,DE,00+,8757
2023-02-22,DE,00+,9033
2023-02-23,DE,00+,9257
2023-02-24,DE,00+,9441
2023-02-25,DE,00+,9490
2023-02-26,DE,00+,9533
2023-02-27,DE,00+,9489
2023-02-28,DE,00+,9867
2023-03-01,DE,00+,9644
2023-03-02,DE,00+,9234
2023-03-03,DE,00+,8909
2023-03-04,DE,00+,8596
2023-03-05,DE,00+,8497
2023-03-06,DE,00+,8423
2023-03-07,DE,00+,8056
2023-03-08,DE,00+,7922
2023-03-09,DE,00+,7837
2023-03-10,DE,00+,8070
2023-03-11,DE,00+,8237
2023-03-12,DE,00+,8292
2023-03-13,DE,00+,8318
2023-03-14,DE,00+,8625
2023-03-15,DE,00+,8824
2023-03-16,DE,00+,9022
2023-03-17,DE,00+,8990
2023-03-18,DE,00+,8941
2023-03-19,DE,00+,8910
2023-03-20,DE,00+,8864
2021-11-07,DE,00-04,81
2021-11-08,DE,00-04,87
2021-11-09,DE,00-04,94
2021-11-10,DE,00-04,103
2021-11-11,DE,00-04,109
2021-11-12,DE,00-04,104
2021-11-13,DE,00-04,114
2021-11-14,DE,00-04,114
2021-11-15,DE,00-04,107
2021-11-16,DE,00-04,119
2021-11-17,DE,00-04,119
2021-11-18,DE,00-04,125
2021-11-19,DE,00-04,130
2021-11-20,DE,00-04,122
2021-11-21,DE,00-04,125
2021-11-22,DE,00-04,128
2021-11-23,DE,00-04,118
2021-11-24,DE,00-04,135
2021-11-25,DE,00-04,135
2021-11-26,DE,00-04,131
2021-11-27,DE,00-04,139
2021-11-28,DE,00-04,131
2021-11-29,DE,00-04,135
2021-11-30,DE,00-04,141
2021-12-01,DE,00-04,131
2021-12-02,DE,00-04,143
2021-12-03,DE,00-04,142
2021-12-04,DE,00-04,135
2021-12-05,DE,00-04,150
2021-12-06,DE,00-04,146
2021-12-07,DE,00-04,138
2021-12-08,DE,00-04,137
2021-12-09,DE,00-04,126
2021-12-10,DE,00-04,126
2021-12-11,DE,00-04,131
2021-12-12,DE,00-04,127
2021-12-13,DE,00-04,132
2021-12-14,DE,00-04,135
2021-12-15,DE,00-04,141
2021-12-16,DE,00-04,139
2021-12-17,DE,00-04,144
2021-12-18,DE,00-04,135
2021-12-19,DE,00-04,134
2021-12-20,DE,00-04,123
2021-12-21,DE,00-04,124
2021-12-22,DE,00-04,115
2021-12-23,DE,00-04,114
2021-12-24,DE,00-04,101
2021-12-25,DE,00-04,97
2021-12-26,DE,00-04,93
2021-12-27,DE,00-04,92
2021-12-28,DE,00-04,84
2021-12-29,DE,00-04,87
2021-12-30,DE,00-04,85
2021-12-31,DE,00-04,94
2022-01-01,DE,00-04,92
2022-01-02,DE,00-04,91
2022-01-03,DE,00-04,104
2022-01-04,DE,00-04,116
2022-01-05,DE,00-04,117
2022-01-06,DE,00-04,134
2022-01-07,DE,00-04,141
2022-01-08,DE,00-04,156
2022-01-09,DE,00-04,170
2022-01-10,DE,00-04,160
2022-01-11,DE,00-04,171
2022-01-12,DE,00-04,181
2022-01-13,DE,00-04,183
2022-01-14,DE,00-04,190
2022-01-15,DE,00-04,200
2022-01-16,DE,00-04,202
2022-01-17,DE,00-04,212
2022-01-18,DE,00-04,226
2022-01-19,DE,00-04,235
2022-01-20,DE,00-04,248
2022-01-21,DE,00-04,258
2022-01-22,DE,00-04,285
2022-01-23,DE,00-04,277
2022-01-24,DE,00-04,287
2022-01-25,DE,00-04,298
2022-01-26,DE,00-04,323
2022-01-27,DE,00-04,326
2022-01-28,DE,00-04,330
2022-01-29,DE,00-04,329
2022-01-30,DE,00-04,344
2022-01-31,DE,00-04,332
2022-02-01,DE,00-04,351
2022-02-02,DE,00-04,344
2022-02-03,DE,00-04,343
2022-02-04,DE,00-04,360
2022-02-05,DE,00-04,368
2022-02-06,DE,00-04,357
2022-02-07,DE,00-04,360
2022-02-08,DE,00-04,344
2022-02-09,DE,00-04,349
2022-02-10,DE,00-04,372
2022-02-11,DE,00-04,363
2022-02-12,DE,00-04,360
2022-02-13,DE,00-04,366
2022-02-14,DE,00-04,361
2022-02-15,DE,00-04,371
2022-02-16,DE,00-04,397
2022-02-17,DE,00-04,384
2022-02-18,DE,00-04,381
2022-02-19,DE,00-04,380
2022-02-20,DE,00-04,378
2022-02-21,DE,00-04,382
2022-02-22,DE,00-04,372
2022-02-23,DE,00-04,357
2022-02-24,DE,00-04,356
2022-02-25,DE,00-04,367
2022-02-26,DE,00-04,356
2022-02-27,DE,00-04,360
2022-02-28,DE,00-04,349
2022-03-01,DE,00-04,346
2022-03-02,DE,00-04,355
2022-03-03,DE,00-04,366
2022-03-04,DE,00-04,343
2022-03-05,DE,00-04,337
2022-03-06,DE,00-04,335
2022-03-07,DE,00-04,345
2022-03-08,DE,00-04,352
2022-03-09,DE,00-04,354
2022-03-10,DE,00-04,347
2022-03-11,DE,00-04,368
2022-03-12,DE,00-04,391
2022-03-13,DE,00-04,415
2022-03-14,DE,00-04,408
2022-03-15,DE,00-04,438
2022-03-16,DE,00-04,447
2022-03-17,DE,00-04,439
2022-03-18,DE,00-04,443
2022-03-19,DE,00-04,437
2022-03-20,DE,00-04,422
2022-03-21,DE,00-04,420
2022-03-22,DE,00-04,395
2022-03-23,DE,00-04,386
2022-03-24,DE,00-04,395
2022-03-25,DE,00-04,401
2022-03-26,DE,00-04,400
2022-03-27,DE,00-04,380
2022-03-28,DE,00-04,368
2022-03-29,DE,00-04,376
2022-03-30,DE,00-04,375
2022-03-31,DE,00-04,364
2022-04-01,DE,00-04,363
2022-04-02,DE,00-04,355
2022-04-03,DE,00-04,363
2022-04-04,DE,00-04,364
2022-04-05,DE,00-04,338
2022-04-06,DE,00-04,323
2022-04-07,DE,00-04,305
2022-04-08,DE,00-04,294
2022-04-09,DE,00-04,292
2022-04-10,DE,00-04,286
2022-04-11,DE,00-04,286
2022-04-12,DE,00-04,305
2022-04-13,DE,00-04,294
2022-04-14,DE,00-04,303
2022-04-15,DE,00-04,290
2022-04-16,DE,00-04,264
2022-04-17,DE,00-04,261
2022-04-18,DE,00-04,255
2022-04-19,DE,00-04,196
2022-04-20,DE,00-04,218
2022-04-21,DE,00-04,207
2022-04-22,DE,00-04,202
2022-04-23,DE,00-04,220
2022-04-24,DE,00-04,222
2022-04-25,DE,00-04,220
2022-04-26,DE,00-04,252
2022-04-27,DE,00-04,213
2022-04-28,DE,00-04,203
2022-04-29,DE,00-04,200
2022-04-30,DE,00-04,185
2022-05-01,DE,00-04,178
2022-05-02,DE,00-04,177
2022-05-03,DE,00-04,162
2022-05-04,DE,00-04,161
2022-05-05,DE,00-04,164
2022-05-06,DE,00-04,155
2022-05-07,DE,00-04,160
2022-05-08,DE,00-04,150
2022-05-09,DE,00-04,141
2022-05-10,DE,00-04,146
2022-05-11,DE,00-04,156
2022-05-12,DE,00-04,146
2022-05-13,DE,00-04,144
2022-05-14,DE,00-04,151
2022-05-15,DE,00-04,149
2022-05-16,DE,00-04,153
2022-05-17,DE,00-04,141
2022-05-18,DE,00-04,131
2022-05-19,DE,00-04,123
2022-05-20,DE,00-04,123
2022-05-21,DE,00-04,109
2022-05-22,DE,00-04,111
2022-05-23,DE,00-04,109
2022-05-24,DE,00-04,119
2022-05-25,DE,00-04,108
2022-05-26,DE,00-04,111
2022-05-27,DE,00-04,100
2022-05-28,DE,00-04,100
2022-05-29,DE,00-04,96
2022-05-30,DE,00-04,97
2022-05-31,DE,00-04,77
2022-06-01,DE,00-04,82
2022-06-02,DE,00-04,86
2022-06-03,DE,00-04,96
2022-06-04,DE,00-04,92
2022-06-05,DE,00-04,96
2022-06-06,DE,00-04,92
2022-06-07,DE,00-04,83
2022-06-08,DE,00-04,94
2022-06-09,DE,00-04,103
2022-06-10,DE,00-04,107
2022-06-11,DE,00-04,120
2022-06-12,DE,00-04,118
2022-06-13,DE,00-04,125
2022-06-14,DE,00-04,168
2022-06-15,DE,00-04,176
2022-06-16,DE,00-04,171
2022-06-17,DE,00-04,168
2022-06-18,DE,00-04,181
2022-06-19,DE,00-04,192
2022-06-20,DE,00-04,197
2022-06-21,DE,00-04,203
2022-06-22,DE,00-04,203
2022-06-23,DE,00-04,220
2022-06-24,DE,00-04,242
2022-06-25,DE,00-04,255
2022-06-26,DE,00-04,254
2022-06-27,DE,00-04,253
2022-06-28,DE,00-04,275
2022-06-29,DE,00-04,286
2022-06-30,DE,00-04,289
2022-07-01,DE,00-04,288
2022-07-02,DE,00-04,286
2022-07-03,DE,00-04,276
2022-07-04,DE,00-04,277
2022-07-05,DE,00-04,261
2022-07-06,DE,00-04,256
2022-07-07,DE,00-04,259
2022-07-08,DE,00-04,271
2022-07-09,DE,00-04,271
2022-07-10,DE,00-04,277
2022-07-11,DE,00-04,278
2022-07-12,DE,00-04,290
2022-07-13,DE,00-04,305
2022-07-14,DE,00-04,319
2022-07-15,DE,00-04,334
2022-07-16,DE,00-04,332
2022-07-17,DE,00-04,332
2022-07-18,DE,00-04,333
2022-07-19,DE,00-04,334
2022-07-20,DE,00-04,357
2022-07-21,DE,00-04,355
2022-07-22,DE,00-04,354
2022-07-23,DE,00-04,361
2022-07-24,DE,00-04,359
2022-07-25,DE,00-04,365
2022-07-26,DE,00-04,379
2022-07-27,DE,00-04,342
2022-07-28,DE,00-04,343
2022-07-29,DE,00-04,334
2022-07-30,DE,00-04,334
2022-07-31,DE,00-04,334
2022-08-01,DE,00-04,326
2022-08-02,DE,00-04,306
2022-08-03,DE,00-04,303
2022-08-04,DE,00-04,313
2022-08-05,DE,00-04,293
2022-08-06,DE,00-04,272
2022-08-07,DE,00-04,274
2022-08-08,DE,00-04,268
2022-08-09,DE,00-04,264
2022-08-10,DE,00-04,261
2022-08-11,DE,00-04,239
2022-08-12,DE,00-04,234
2022-08-13,DE,00-04,240
2022-08-14,DE,00-04,234
2022-08-15,DE,00-04,233
2022-08-16,DE,00-04,220
2022-08-17,DE,00-04,213
2022-08-18,DE,00-04,207
2022-08-19,DE,00-04,221
2022-08-20,DE,00-04,215
2022-08-21,DE,00-04,216
2022-08-22,DE,00-04,218
2022-08-23,DE,00-04,217
2022-08-24,DE,00-04,223
2022-08-25,DE,00-04,211
2022-08-26,DE,00-04,196
2022-08-27,DE,00-04,190
2022-08-28,DE,00-04,190
2022-08-29,DE,00-04,189
2022-08-30,DE,00-04,176
2022-08-31,DE,00-04,160
2022-09-01,DE,00-04,162
2022-09-02,DE,00-04,160
2022-09-03,DE,00-04,149
2022-09-04,DE,00-04,143
2022-09-05,DE,00-04,143
2022-09-06,DE,00-04,140
2022-09-07,DE,00-04,139
2022-09-08,DE,00-04,145
2022-09-09,DE,00-04,136
2022-09-10,DE,00-04,151
2022-09-11,DE,00-04,160
2022-09-12,DE,00-04,159
2022-09-13,DE,00-04,158
2022-09-14,DE,00-04,152
2022-09-15,DE,00-04,141
2022-09-16,DE,00-04,142
2022-09-17,DE,00-04,134
2022-09-18,DE,00-04,127
2022-09-19,DE,00-04,125
2022-09-20,DE,00-04,127
2022-09-21,DE,00-04,129
2022-09-22,DE,00-04,142
2022-09-23,DE,00-04,161
2022-09-24,DE,00-04,158
2022-09-25,DE,00-04,162
2022-09-26,DE,00-04,168
2022-09-27,DE,00-04,177
2022-09-28,DE,00-04,209
2022-09-29,DE,00-04,210
2022-09-30,DE,00-04,203
2022-10-01,DE,00-04,216
2022-10-02,DE,00-04,218
2022-10-03,DE,00-04,221
2022-10-04,DE,00-04,183
2022-10-05,DE,00-04,225
2022-10-06,DE,00-04,250
2022-10-07,DE,00-04,276
2022-10-08,DE,00-04,280
2022-10-09,DE,00-04,280
2022-10-10,DE,00-04,281
2022-10-11,DE,00-04,341
2022-10-12,DE,00-04,301
2022-10-13,DE,00-04,297
2022-10-14,DE,00-04,283
2022-10-15,DE,00-04,294
2022-10-16,DE,00-04,292
2022-10-17,DE,00-04,292
2022-10-18,DE,00-04,281
2022-10-19,DE,00-04,296
2022-10-20,DE,00-04,282
2022-10-21,DE,00-04,273
2022-10-22,DE,00-04,260
2022-10-23,DE,00-04,264
2022-10-24,DE,00-04,257
2022-10-25,DE,00-04,265
2022-10-26,DE,00-04,237
2022-10-27,DE,00-04,217
2022-10-28,DE,00-04,218
2022-10-29,DE,00-04,208
2022-10-30,DE,00-04,199
2022-10-31,DE,00-04,196
2022-11-01,DE,00-04,172
2022-11-02,DE,00-04,166
2022-11-03,DE,00-04,169
2022-11-04,DE,00-04,167
2022-11-05,DE,00-04,172
2022-11-06,DE,00-04,171
2022-11-07,DE,00-04,168
2022-11-08,DE,00-04,170
2022-11-09,DE,00-04,165
2022-11-10,DE,00-04,161
2022-11-11,DE,00-04,152
2022-11-12,DE,00-04,137
2022-11-13,DE,00-04,137
2022-11-14,DE,00-04,140
2022-11-15,DE,00-04,128
